Object,Property,Value,False,ObjectProperty
Object10,Property1,487742,"[779568, 601060, 893183, 597689, 547447, 519392, 756897, 628041, 946484, 599917, 558249, 635475, 726695, 957890, 647116, 869175, 522096, 760682, 513050, 681168]",Object10Property1
Object10,Property2,354364,"[652729, 883567, 653207, 907393, 836981, 609574, 776165, 867753, 665256, 943679, 562603, 595941, 677307, 754721, 649660, 790091, 571824, 632080, 559413, 719271]",Object10Property2
Object10,Property3,199090,"[939825, 676713, 876215, 832076, 663766, 865888, 731479, 560680, 516579, 955202, 570667, 927610, 885756, 570328, 848910, 546836, 933872, 798957, 879504, 876577]",Object10Property3
Object10,Property4,306027,"[787771, 532409, 538958, 677341, 993207, 851461, 979695, 610629, 681232, 649661, 516670, 863030, 647771, 823557, 992853, 502330, 681124, 865543, 765659, 847975]",Object10Property4
Object10,Property5,119667,"[976842, 745742, 939798, 795720, 572406, 523047, 947576, 519842, 687182, 924326, 941403, 778519, 651173, 601183, 680743, 900001, 669516, 941113, 606248, 962210]",Object10Property5
Object10,Property6,274606,"[555024, 501417, 671926, 509618, 530575, 510144, 964395, 912614, 906927, 652213, 684227, 996810, 613561, 854616, 755898, 717853, 790409, 732243, 687958, 937785]",Object10Property6
Object11,Property1,307151,"[500877, 607864, 500128, 885373, 737421, 827135, 739814, 925047, 842488, 841388, 678597, 772457, 955720, 783010, 965766, 916341, 833030, 761245, 564628, 753592]",Object11Property1
Object11,Property2,465564,"[555940, 937036, 818619, 721062, 912435, 638812, 666288, 694343, 602872, 753710, 504053, 912698, 915715, 543429, 789542, 529062, 769604, 559493, 792124, 791326]",Object11Property2
Object11,Property3,351262,"[562570, 551350, 874092, 943743, 637398, 659235, 510366, 629505, 615675, 658041, 596056, 760788, 614100, 554361, 757870, 645001, 639533, 618228, 619498, 507605]",Object11Property3
Object11,Property4,107342,"[614386, 898263, 832772, 761710, 868622, 882646, 867503, 888593, 836353, 557232, 767761, 952567, 892438, 580241, 688087, 503234, 716731, 904705, 625780, 907371]",Object11Property4
Object11,Property5,484834,"[581906, 533980, 614870, 601286, 914641, 744774, 764327, 865515, 902768, 589930, 628537, 719581, 826456, 602555, 844368, 608745, 533219, 805846, 695931, 876063]",Object11Property5
Object11,Property6,398588,"[679714, 683956, 965812, 735503, 589914, 806248, 885580, 967287, 742013, 598779, 822016, 893505, 641648, 553197, 955541, 643964, 738408, 895950, 659103, 651264]",Object11Property6
Object12,Property1,295177,"[769562, 955325, 666699, 810124, 839249, 882376, 888076, 883755, 582790, 558687, 761288, 536868, 992687, 833775, 705351, 935437, 511466, 576753, 584534, 828297]",Object12Property1
Object12,Property2,214288,"[540971, 869953, 790459, 937716, 593514, 599348, 867125, 970281, 824632, 977113, 776140, 550742, 581483, 706255, 679278, 587084, 633689, 718565, 783161, 657906]",Object12Property2
Object12,Property3,128456,"[986531, 872031, 761972, 860227, 650452, 937698, 726499, 799810, 856084, 531653, 735034, 845004, 865757, 609815, 958023, 552922, 782181, 906773, 908440, 830568]",Object12Property3
Object12,Property4,150883,"[984338, 887522, 569784, 551920, 921539, 859571, 542688, 674274, 741230, 841157, 545447, 941420, 542714, 922787, 980690, 627806, 958711, 517448, 966949, 701592]",Object12Property4
Object12,Property5,236290,"[711331, 913536, 808133, 553401, 680982, 573950, 869757, 602887, 536661, 639639, 964718, 812202, 806286, 538170, 610912, 733181, 504744, 864438, 662820, 603611]",Object12Property5
Object12,Property6,419005,"[884055, 824996, 551205, 939206, 935025, 663769, 699019, 522371, 901314, 799909, 682567, 599113, 760437, 994388, 904514, 920899, 925544, 855182, 705353, 752644]",Object12Property6
Object13,Property1,486240,"[535852, 564030, 798124, 795213, 815979, 513999, 836476, 579319, 536499, 766255, 980731, 917935, 570240, 700063, 991380, 982824, 727017, 593536, 789539, 840682]",Object13Property1
Object13,Property2,435285,"[515466, 543232, 705979, 798958, 768189, 853777, 963699, 527848, 907754, 768539, 865831, 862962, 828653, 516629, 631840, 902320, 977007, 854197, 563016, 590723]",Object13Property2
Object13,Property3,462303,"[636694, 657910, 754502, 965781, 561901, 502566, 681939, 589374, 685595, 896982, 967785, 983504, 735216, 600328, 629775, 832443, 862354, 827894, 742681, 843051]",Object13Property3
Object13,Property4,402596,"[730742, 620238, 975365, 585510, 565559, 974327, 633792, 597643, 964620, 626402, 992207, 925678, 956447, 884428, 776797, 535124, 912405, 923982, 769100, 629389]",Object13Property4
Object13,Property5,452042,"[861305, 831336, 963136, 601373, 501207, 540361, 607285, 738650, 741805, 731307, 541424, 704552, 504550, 951503, 539193, 645484, 997151, 740048, 745963, 569720]",Object13Property5
Object13,Property6,389675,"[526215, 847754, 684723, 704983, 570022, 523290, 938139, 704116, 797139, 628564, 629314, 624330, 861424, 868508, 680664, 632806, 586666, 916583, 506420, 902906]",Object13Property6
Object14,Property1,180485,"[697886, 854784, 779532, 690835, 684677, 960960, 785891, 609971, 740993, 686308, 653241, 701475, 660794, 532500, 893876, 725100, 665281, 784148, 657626, 607086]",Object14Property1
Object14,Property2,471179,"[557138, 832059, 972579, 599946, 956930, 592043, 605013, 596582, 852235, 810985, 547111, 818461, 738742, 622802, 700720, 603974, 891767, 971979, 624746, 811195]",Object14Property2
Object14,Property3,284758,"[601326, 708864, 649229, 919507, 605738, 963654, 541321, 806394, 771703, 870476, 826800, 777403, 866522, 839855, 524575, 980544, 577596, 826331, 800676, 959100]",Object14Property3
Object14,Property4,139116,"[937440, 931482, 925931, 769714, 747215, 794277, 723138, 514939, 595940, 570879, 556018, 603397, 693627, 891631, 952232, 830937, 987703, 694564, 633017, 657402]",Object14Property4
Object14,Property5,399373,"[778852, 805647, 989172, 844362, 652604, 792558, 534688, 839271, 728425, 511997, 882414, 716465, 929732, 941657, 984724, 560564, 651340, 974622, 817587, 840604]",Object14Property5
Object14,Property6,300704,"[819525, 972629, 716760, 671855, 846735, 782287, 940768, 752506, 531659, 703054, 725664, 570504, 801799, 732756, 723824, 999628, 596302, 596403, 864869, 860617]",Object14Property6
Object15,Property1,415087,"[992482, 817419, 670460, 776041, 685932, 844580, 815480, 630602, 503178, 739788, 953273, 807206, 960682, 761878, 860575, 881769, 876075, 504727, 866931, 985341]",Object15Property1
Object15,Property2,400623,"[979054, 714096, 573148, 996463, 604256, 518152, 553997, 770669, 563681, 630726, 590340, 602461, 814122, 862568, 806020, 710783, 983852, 541368, 706292, 793540]",Object15Property2
Object15,Property3,196177,"[937261, 555217, 908062, 942899, 773179, 550521, 596415, 522443, 989253, 661092, 937528, 830371, 812946, 582594, 726360, 828255, 793171, 852642, 869711, 794946]",Object15Property3
Object15,Property4,364000,"[753531, 597066, 756695, 949458, 791972, 691770, 708434, 540146, 754353, 788511, 556712, 928533, 818551, 849464, 864009, 860235, 804086, 613146, 904152, 811253]",Object15Property4
Object15,Property5,468103,"[829339, 733830, 549927, 611419, 548124, 675881, 941502, 743657, 866713, 855526, 991231, 936163, 515680, 813069, 954131, 702485, 853623, 727149, 573971, 890109]",Object15Property5
Object15,Property6,358137,"[833701, 652199, 593200, 668924, 840869, 827990, 871991, 798899, 993561, 513614, 881069, 611666, 735959, 805222, 934934, 915427, 609036, 835642, 521602, 618753]",Object15Property6
Object16,Property1,394065,"[712107, 562520, 883269, 873006, 755426, 993549, 728046, 746595, 681956, 816945, 563671, 632101, 594720, 567196, 987823, 906918, 573301, 715237, 869567, 693571]",Object16Property1
Object16,Property2,173140,"[552695, 679267, 710672, 765746, 504986, 800656, 868454, 612133, 990024, 700599, 626661, 905437, 548503, 538342, 970669, 833048, 572795, 510719, 862562, 737437]",Object16Property2
Object16,Property3,398495,"[538426, 742665, 501183, 856665, 638295, 931882, 675968, 999336, 555002, 742591, 870279, 612507, 571717, 980361, 859919, 616738, 824591, 534269, 809572, 563108]",Object16Property3
Object16,Property4,239717,"[687954, 557240, 926627, 937775, 516027, 790077, 782755, 858493, 546504, 789294, 633339, 894677, 796830, 896176, 718080, 923111, 896229, 573708, 663007, 516731]",Object16Property4
Object16,Property5,106458,"[621835, 709089, 885367, 870667, 594770, 898162, 961749, 958952, 947851, 894481, 969647, 871582, 750682, 798281, 695076, 691744, 801819, 704837, 568620, 983379]",Object16Property5
Object16,Property6,478692,"[561355, 906465, 929175, 622349, 726458, 903437, 660655, 678294, 930452, 543203, 776090, 965314, 878505, 967773, 881872, 933310, 668774, 623196, 841223, 845403]",Object16Property6
Object17,Property1,351257,"[591281, 609968, 957475, 970545, 504710, 828209, 749762, 840356, 891758, 756735, 921796, 986942, 814595, 912073, 973852, 874738, 955298, 594292, 807038, 633882]",Object17Property1
Object17,Property2,106680,"[944386, 947706, 659853, 752278, 513633, 587237, 984684, 555432, 507709, 597827, 543517, 928953, 914498, 908444, 758172, 509776, 926813, 533176, 750969, 663670]",Object17Property2
Object17,Property3,494553,"[860121, 507610, 559889, 677064, 754314, 676463, 969424, 717185, 574919, 827340, 535071, 996073, 869862, 754579, 582650, 622117, 947409, 832777, 648910, 787922]",Object17Property3
Object17,Property4,207025,"[968447, 669680, 794344, 715583, 511173, 719797, 818991, 984763, 550033, 647484, 564963, 632146, 712362, 891747, 608401, 839264, 581718, 592729, 663714, 977366]",Object17Property4
Object17,Property5,100010,"[916581, 634445, 793115, 520925, 613493, 771235, 807212, 582155, 681747, 845247, 652855, 570679, 838523, 692199, 809206, 932258, 865979, 901999, 535424, 717894]",Object17Property5
Object17,Property6,455928,"[935185, 741871, 865404, 514343, 895271, 759771, 534674, 686297, 602124, 830066, 727351, 840694, 818711, 984867, 949928, 831594, 640490, 524971, 580382, 940673]",Object17Property6
Object18,Property1,407839,"[550389, 989865, 533921, 683497, 906812, 514645, 693932, 940875, 669941, 835372, 847829, 598702, 889638, 862713, 854342, 694051, 921909, 562055, 665462, 795664]",Object18Property1
Object18,Property2,313481,"[663732, 689301, 852297, 721286, 974927, 836545, 947439, 713097, 553498, 937725, 654518, 544443, 594772, 733279, 943669, 515329, 847429, 808574, 791514, 808366]",Object18Property2
Object18,Property3,218832,"[500892, 908424, 948188, 803981, 972917, 879159, 744758, 886299, 630014, 634017, 562938, 956295, 549871, 936362, 601517, 833040, 991416, 659687, 509632, 664696]",Object18Property3
Object18,Property4,429514,"[924319, 516988, 672117, 986837, 597412, 997453, 762302, 801929, 809464, 772078, 661232, 837699, 821714, 989087, 650731, 985077, 830844, 533052, 650397, 911256]",Object18Property4
Object18,Property5,432954,"[588004, 900106, 644621, 711569, 547212, 702383, 638247, 608748, 619574, 994381, 900945, 769764, 501658, 541453, 624279, 684953, 896311, 864915, 560839, 567671]",Object18Property5
Object18,Property6,337992,"[870789, 901737, 864973, 563716, 588726, 542913, 625731, 550952, 911932, 817675, 687220, 955454, 907148, 861044, 749536, 793366, 766791, 894126, 564451, 658891]",Object18Property6
Object19,Property1,353541,"[782714, 875053, 794955, 604166, 677294, 646636, 766375, 954724, 999254, 627657, 907621, 551637, 818450, 657953, 612858, 559231, 623452, 839566, 587437, 752728]",Object19Property1
Object19,Property2,325925,"[536465, 894109, 692852, 969290, 779235, 811460, 668214, 846316, 773458, 951620, 964465, 843951, 739918, 896378, 560880, 502600, 540714, 580456, 905747, 526454]",Object19Property2
Object19,Property3,134405,"[869639, 930578, 576534, 631895, 567153, 866671, 670438, 540110, 933952, 788816, 731277, 624313, 634448, 619457, 742764, 621436, 966398, 613058, 744667, 949700]",Object19Property3
Object19,Property4,341606,"[849502, 791287, 661972, 848669, 929350, 862826, 876393, 823162, 619081, 868234, 576499, 803212, 501883, 810420, 804195, 702737, 977432, 562143, 741844, 958200]",Object19Property4
Object19,Property5,398531,"[629443, 990190, 863440, 998649, 894663, 583170, 626714, 680801, 821642, 522031, 553145, 690327, 600836, 875800, 791886, 627215, 750135, 975607, 530817, 613576]",Object19Property5
Object19,Property6,289654,"[501774, 984474, 935816, 860128, 898288, 939456, 967541, 767334, 966340, 821159, 742766, 576440, 851181, 700527, 534366, 683677, 899214, 665301, 940789, 950472]",Object19Property6
Object20,Property1,487998,"[675936, 605156, 922363, 837379, 644413, 733794, 797701, 616802, 987496, 930165, 521128, 919073, 562798, 821628, 553066, 931012, 518699, 888872, 962987, 684490]",Object20Property1
Object20,Property2,163337,"[932118, 840309, 827883, 986768, 939229, 525929, 803368, 950087, 733509, 946167, 978326, 805754, 592567, 956823, 935856, 872949, 776449, 658116, 647001, 504469]",Object20Property2
Object20,Property3,328699,"[555195, 834446, 961949, 772716, 831077, 852172, 784845, 521380, 687551, 692591, 653954, 831692, 944262, 552107, 543995, 763304, 574359, 886069, 516016, 500505]",Object20Property3
Object20,Property4,312686,"[736151, 807643, 819596, 564994, 623486, 906021, 501370, 709744, 857864, 999367, 998439, 534448, 679524, 914588, 508802, 607008, 922247, 648814, 703505, 516940]",Object20Property4
Object20,Property5,263252,"[765940, 594065, 585595, 880851, 859014, 948699, 878928, 728853, 545586, 519045, 723255, 889599, 824185, 796140, 948388, 939573, 861412, 728236, 883926, 907253]",Object20Property5
Object20,Property6,339485,"[843636, 709910, 711203, 844290, 699281, 624841, 931620, 514983, 759960, 855347, 583289, 847305, 761392, 547453, 819299, 745980, 604855, 901808, 754678, 585919]",Object20Property6
Object21,Property1,394015,"[675765, 637124, 933437, 781114, 876381, 938178, 579404, 734526, 917576, 764396, 955532, 724545, 852953, 647809, 500145, 561109, 798026, 628807, 593051, 982345]",Object21Property1
Object21,Property2,110431,"[540552, 783391, 606712, 540592, 867312, 785764, 702935, 848672, 842139, 811860, 827140, 830761, 981634, 851637, 676761, 881413, 526060, 945962, 669493, 675830]",Object21Property2
Object21,Property3,161236,"[704181, 731800, 808417, 988611, 755225, 816182, 919848, 700450, 915333, 994496, 845146, 921231, 665303, 827125, 644808, 789324, 940857, 768980, 651915, 963520]",Object21Property3
Object21,Property4,223898,"[737825, 558247, 908045, 857084, 968454, 903140, 525781, 915862, 682432, 818528, 810639, 598895, 875806, 508681, 627300, 987720, 532563, 817700, 648743, 852366]",Object21Property4
Object21,Property5,265854,"[648566, 953902, 893407, 620447, 845988, 590852, 880569, 607098, 659693, 980170, 565700, 687505, 850087, 772892, 987030, 502283, 583905, 717771, 879617, 891320]",Object21Property5
Object21,Property6,114024,"[796535, 859660, 863124, 963894, 826610, 802900, 609956, 595092, 678154, 755201, 805815, 512555, 870573, 559071, 798294, 884897, 683931, 628784, 523756, 922923]",Object21Property6
Object22,Property1,414529,"[880251, 812365, 635463, 929111, 731483, 634753, 994168, 773470, 968351, 500818, 609068, 818620, 822683, 868939, 742443, 732135, 742757, 585124, 921356, 963367]",Object22Property1
Object22,Property2,193193,"[603064, 976465, 646054, 722922, 529377, 893451, 766874, 927287, 594423, 934287, 635493, 993463, 753617, 903294, 713942, 651373, 626543, 827858, 967944, 931337]",Object22Property2
Object22,Property3,427011,"[719067, 738201, 537474, 964925, 627113, 772191, 678286, 964377, 700070, 862302, 536236, 636743, 645211, 775030, 903916, 878576, 776283, 613940, 848157, 596631]",Object22Property3
Object22,Property4,409444,"[767993, 558540, 692241, 510721, 890041, 688338, 993057, 984800, 584666, 929468, 977013, 539427, 694392, 937500, 582764, 874022, 954011, 669049, 989298, 775159]",Object22Property4
Object22,Property5,193669,"[922818, 662323, 804467, 899172, 986083, 839628, 792857, 915492, 872255, 723609, 774449, 714981, 855548, 946945, 557863, 894967, 744914, 727472, 620571, 824059]",Object22Property5
Object22,Property6,287066,"[524440, 614384, 840100, 941479, 701927, 828036, 689855, 765695, 808310, 500508, 701040, 822711, 889622, 518504, 761028, 809868, 791127, 567796, 851231, 992607]",Object22Property6
Object23,Property1,455646,"[641829, 800000, 957908, 853870, 706570, 611348, 953516, 756189, 913268, 912655, 885838, 922897, 954923, 681047, 646087, 596886, 879342, 762700, 521607, 803608]",Object23Property1
Object23,Property2,428755,"[632762, 656322, 805183, 796667, 745235, 939905, 997285, 647567, 597705, 894995, 921307, 893776, 929029, 942592, 811021, 850416, 889768, 629541, 965652, 608046]",Object23Property2
Object23,Property3,479546,"[673611, 613973, 519639, 741242, 981709, 802656, 667834, 669124, 670263, 999454, 926221, 658146, 661432, 770996, 975959, 903273, 521282, 641940, 675224, 527018]",Object23Property3
Object23,Property4,367576,"[682353, 673116, 897615, 886291, 932462, 871087, 923166, 785955, 696266, 851773, 897857, 910825, 566323, 661709, 872688, 701686, 842601, 836878, 663289, 940919]",Object23Property4
Object23,Property5,157495,"[892949, 940248, 909652, 806127, 613339, 695859, 852037, 871812, 536833, 955246, 882065, 935982, 604597, 721791, 766889, 608888, 918728, 775000, 931098, 795363]",Object23Property5
Object23,Property6,213903,"[896807, 787415, 726809, 845206, 745148, 638043, 724286, 664970, 549207, 826102, 637813, 906635, 826053, 771646, 533770, 877747, 678761, 855058, 627112, 937106]",Object23Property6
Object24,Property1,324076,"[983862, 847020, 984263, 985279, 903172, 961389, 752945, 671832, 885170, 576189, 562932, 681536, 648387, 542608, 844997, 646296, 579791, 875337, 566125, 925793]",Object24Property1
