ID,Object,Property,Value,Source,ObjectProperty
0.0,Object40,Property2,112666,Source1,Object40Property2
0.0,Object40,Property5,262660,Source1,Object40Property5
0.0,Object41,Property2,340637,Source1,Object41Property2
0.0,Object41,Property5,481095,Source1,Object41Property5
0.0,Object42,Property2,257544,Source1,Object42Property2
0.0,Object42,Property5,263130,Source1,Object42Property5
0.0,Object43,Property2,230112,Source1,Object43Property2
0.0,Object43,Property5,490162,Source1,Object43Property5
0.0,Object44,Property2,396912,Source1,Object44Property2
0.0,Object44,Property5,198493,Source1,Object44Property5
0.0,Object45,Property2,327466,Source1,Object45Property2
0.0,Object45,Property5,270836,Source1,Object45Property5
0.0,Object46,Property2,171855,Source1,Object46Property2
0.0,Object46,Property5,110403,Source1,Object46Property5
0.0,Object47,Property2,448976,Source1,Object47Property2
0.0,Object47,Property5,366367,Source1,Object47Property5
0.0,Object48,Property2,287746,Source1,Object48Property2
0.0,Object48,Property5,374600,Source1,Object48Property5
0.0,Object49,Property2,135039,Source1,Object49Property2
0.0,Object49,Property5,131288,Source1,Object49Property5
0.0,Object50,Property2,249607,Source1,Object50Property2
0.0,Object50,Property5,461972,Source1,Object50Property5
0.0,Object51,Property2,411805,Source1,Object51Property2
0.0,Object51,Property5,407272,Source1,Object51Property5
0.0,Object52,Property2,145264,Source1,Object52Property2
0.0,Object52,Property5,418131,Source1,Object52Property5
0.0,Object53,Property2,192133,Source1,Object53Property2
0.0,Object53,Property5,467067,Source1,Object53Property5
0.0,Object54,Property2,132546,Source1,Object54Property2
0.0,Object54,Property5,365856,Source1,Object54Property5
0.0,Object55,Property2,346254,Source1,Object55Property2
0.0,Object55,Property5,292113,Source1,Object55Property5
0.0,Object56,Property2,402832,Source1,Object56Property2
0.0,Object56,Property5,398622,Source1,Object56Property5
0.0,Object57,Property2,151030,Source1,Object57Property2
0.0,Object57,Property5,148054,Source1,Object57Property5
0.0,Object58,Property2,217019,Source1,Object58Property2
0.0,Object58,Property5,143660,Source1,Object58Property5
0.0,Object59,Property2,421499,Source1,Object59Property2
0.0,Object59,Property5,248999,Source1,Object59Property5
0.0,Object60,Property2,401134,Source1,Object60Property2
0.0,Object60,Property5,464598,Source1,Object60Property5
0.0,Object61,Property2,163875,Source1,Object61Property2
0.0,Object61,Property5,371231,Source1,Object61Property5
0.0,Object62,Property2,251815,Source1,Object62Property2
0.0,Object62,Property5,220778,Source1,Object62Property5
0.0,Object63,Property2,419008,Source1,Object63Property2
0.0,Object63,Property5,260739,Source1,Object63Property5
0.0,Object64,Property2,433920,Source1,Object64Property2
0.0,Object64,Property5,428651,Source1,Object64Property5
0.0,Object65,Property2,356736,Source1,Object65Property2
0.0,Object65,Property5,300899,Source1,Object65Property5
0.0,Object66,Property2,300228,Source1,Object66Property2
0.0,Object66,Property5,489793,Source1,Object66Property5
0.0,Object67,Property2,442632,Source1,Object67Property2
0.0,Object67,Property5,141291,Source1,Object67Property5
0.0,Object68,Property2,165849,Source1,Object68Property2
0.0,Object68,Property5,475822,Source1,Object68Property5
0.0,Object69,Property2,479281,Source1,Object69Property2
0.0,Object69,Property5,300624,Source1,Object69Property5
0.0,Object70,Property2,451733,Source1,Object70Property2
0.0,Object70,Property5,167794,Source1,Object70Property5
0.0,Object71,Property2,386952,Source1,Object71Property2
0.0,Object71,Property5,139597,Source1,Object71Property5
0.0,Object72,Property2,275953,Source1,Object72Property2
0.0,Object72,Property5,280541,Source1,Object72Property5
0.0,Object73,Property2,172701,Source1,Object73Property2
0.0,Object73,Property5,491781,Source1,Object73Property5
0.0,Object74,Property2,175196,Source1,Object74Property2
0.0,Object74,Property5,162208,Source1,Object74Property5
0.0,Object75,Property2,215607,Source1,Object75Property2
0.0,Object75,Property5,411621,Source1,Object75Property5
0.0,Object76,Property2,253252,Source1,Object76Property2
0.0,Object76,Property5,185470,Source1,Object76Property5
0.0,Object77,Property2,431457,Source1,Object77Property2
0.0,Object77,Property5,267143,Source1,Object77Property5
0.0,Object78,Property2,311844,Source1,Object78Property2
0.0,Object78,Property5,353524,Source1,Object78Property5
0.0,Object79,Property2,472899,Source1,Object79Property2
0.0,Object79,Property5,214623,Source1,Object79Property5
0.0,Object80,Property2,495716,Source1,Object80Property2
0.0,Object80,Property5,297396,Source1,Object80Property5
0.0,Object81,Property2,238193,Source1,Object81Property2
0.0,Object81,Property5,157714,Source1,Object81Property5
0.0,Object82,Property2,359260,Source1,Object82Property2
0.0,Object82,Property5,295057,Source1,Object82Property5
0.0,Object83,Property2,240837,Source1,Object83Property2
0.0,Object83,Property5,356244,Source1,Object83Property5
0.0,Object84,Property2,116759,Source1,Object84Property2
0.0,Object84,Property5,416520,Source1,Object84Property5
0.0,Object85,Property2,104457,Source1,Object85Property2
0.0,Object85,Property5,394773,Source1,Object85Property5
0.0,Object86,Property2,279330,Source1,Object86Property2
0.0,Object86,Property5,493081,Source1,Object86Property5
0.0,Object87,Property2,395294,Source1,Object87Property2
0.0,Object87,Property5,489782,Source1,Object87Property5
0.0,Object88,Property2,365912,Source1,Object88Property2
0.0,Object88,Property5,269493,Source1,Object88Property5
0.0,Object89,Property2,206823,Source1,Object89Property2
0.0,Object89,Property5,362984,Source1,Object89Property5
0.0,Object90,Property2,457415,Source1,Object90Property2
0.0,Object90,Property5,450540,Source1,Object90Property5
0.0,Object91,Property2,422805,Source1,Object91Property2
0.0,Object91,Property5,487653,Source1,Object91Property5
0.0,Object92,Property2,458744,Source1,Object92Property2
0.0,Object92,Property5,130766,Source1,Object92Property5
0.0,Object93,Property2,293432,Source1,Object93Property2
0.0,Object93,Property5,358361,Source1,Object93Property5
0.0,Object94,Property2,434247,Source1,Object94Property2
0.0,Object94,Property5,486567,Source1,Object94Property5
0.0,Object95,Property2,428051,Source1,Object95Property2
0.0,Object95,Property5,330408,Source1,Object95Property5
0.0,Object96,Property2,166278,Source1,Object96Property2
0.0,Object96,Property5,195680,Source1,Object96Property5
0.0,Object97,Property2,129874,Source1,Object97Property2
0.0,Object97,Property5,190467,Source1,Object97Property5
0.0,Object98,Property2,191875,Source1,Object98Property2
0.0,Object98,Property5,217789,Source1,Object98Property5
0.0,Object99,Property2,217269,Source1,Object99Property2
0.0,Object99,Property5,356572,Source1,Object99Property5
0.0,Object100,Property2,315288,Source1,Object100Property2
0.0,Object100,Property5,382918,Source1,Object100Property5
0.0,Object101,Property2,476411,Source1,Object101Property2
0.0,Object101,Property5,467522,Source1,Object101Property5
0.0,Object102,Property2,215608,Source1,Object102Property2
0.0,Object102,Property5,224150,Source1,Object102Property5
0.0,Object103,Property2,349616,Source1,Object103Property2
0.0,Object103,Property5,121829,Source1,Object103Property5
0.0,Object104,Property2,159170,Source1,Object104Property2
0.0,Object104,Property5,359713,Source1,Object104Property5
0.0,Object105,Property2,278982,Source1,Object105Property2
0.0,Object105,Property5,165726,Source1,Object105Property5
0.0,Object106,Property2,403795,Source1,Object106Property2
0.0,Object106,Property5,135531,Source1,Object106Property5
0.0,Object107,Property2,330485,Source1,Object107Property2
0.0,Object107,Property5,375406,Source1,Object107Property5
0.0,Object108,Property2,317661,Source1,Object108Property2
0.0,Object108,Property5,164252,Source1,Object108Property5
0.0,Object109,Property2,215989,Source1,Object109Property2
0.0,Object109,Property5,264317,Source1,Object109Property5
0.0,Object110,Property2,168226,Source1,Object110Property2
0.0,Object110,Property5,290569,Source1,Object110Property5
0.0,Object111,Property2,170194,Source1,Object111Property2
0.0,Object111,Property5,338849,Source1,Object111Property5
0.0,Object112,Property2,474991,Source1,Object112Property2
0.0,Object112,Property5,485213,Source1,Object112Property5
0.0,Object113,Property2,389662,Source1,Object113Property2
0.0,Object113,Property5,191854,Source1,Object113Property5
0.0,Object114,Property2,465036,Source1,Object114Property2
0.0,Object114,Property5,170652,Source1,Object114Property5
0.0,Object115,Property2,233384,Source1,Object115Property2
0.0,Object115,Property5,108396,Source1,Object115Property5
0.0,Object116,Property2,479197,Source1,Object116Property2
0.0,Object116,Property5,445389,Source1,Object116Property5
0.0,Object117,Property2,146146,Source1,Object117Property2
0.0,Object117,Property5,428191,Source1,Object117Property5
0.0,Object118,Property2,195021,Source1,Object118Property2
0.0,Object118,Property5,116240,Source1,Object118Property5
0.0,Object119,Property2,261331,Source1,Object119Property2
0.0,Object119,Property5,282488,Source1,Object119Property5
0.0,Object120,Property2,390933,Source1,Object120Property2
0.0,Object120,Property5,285356,Source1,Object120Property5
0.0,Object121,Property2,418612,Source1,Object121Property2
0.0,Object121,Property5,157732,Source1,Object121Property5
0.0,Object122,Property2,356169,Source1,Object122Property2
0.0,Object122,Property5,337524,Source1,Object122Property5
0.0,Object123,Property2,439610,Source1,Object123Property2
0.0,Object123,Property5,458414,Source1,Object123Property5
0.0,Object124,Property2,313687,Source1,Object124Property2
0.0,Object124,Property5,252835,Source1,Object124Property5
0.0,Object125,Property2,166877,Source1,Object125Property2
0.0,Object125,Property5,274846,Source1,Object125Property5
0.0,Object126,Property2,247866,Source1,Object126Property2
0.0,Object126,Property5,248778,Source1,Object126Property5
0.0,Object127,Property2,251401,Source1,Object127Property2
0.0,Object127,Property5,148195,Source1,Object127Property5
0.0,Object128,Property2,182413,Source1,Object128Property2
0.0,Object128,Property5,246626,Source1,Object128Property5
0.0,Object129,Property2,496474,Source1,Object129Property2
0.0,Object129,Property5,315142,Source1,Object129Property5
0.0,Object130,Property2,292606,Source1,Object130Property2
0.0,Object130,Property5,181391,Source1,Object130Property5
0.0,Object131,Property2,297879,Source1,Object131Property2
0.0,Object131,Property5,187594,Source1,Object131Property5
0.0,Object132,Property2,121989,Source1,Object132Property2
0.0,Object132,Property5,278580,Source1,Object132Property5
0.0,Object133,Property2,173286,Source1,Object133Property2
0.0,Object133,Property5,336689,Source1,Object133Property5
0.0,Object134,Property2,356458,Source1,Object134Property2
0.0,Object134,Property5,167604,Source1,Object134Property5
0.0,Object135,Property2,467403,Source1,Object135Property2
0.0,Object135,Property5,259304,Source1,Object135Property5
0.0,Object136,Property2,347934,Source1,Object136Property2
0.0,Object136,Property5,439838,Source1,Object136Property5
0.0,Object137,Property2,263670,Source1,Object137Property2
0.0,Object137,Property5,249745,Source1,Object137Property5
0.0,Object138,Property2,264678,Source1,Object138Property2
0.0,Object138,Property5,219203,Source1,Object138Property5
0.0,Object139,Property2,145844,Source1,Object139Property2
0.0,Object139,Property5,368771,Source1,Object139Property5
0.0,Object140,Property2,194413,Source1,Object140Property2
0.0,Object140,Property5,260713,Source1,Object140Property5
0.0,Object141,Property2,275302,Source1,Object141Property2
0.0,Object141,Property5,312460,Source1,Object141Property5
0.0,Object142,Property2,354085,Source1,Object142Property2
0.0,Object142,Property5,498247,Source1,Object142Property5
0.0,Object143,Property2,217204,Source1,Object143Property2
0.0,Object143,Property5,288907,Source1,Object143Property5
0.0,Object144,Property2,470693,Source1,Object144Property2
0.0,Object144,Property5,444149,Source1,Object144Property5
0.0,Object145,Property2,370037,Source1,Object145Property2
0.0,Object145,Property5,253258,Source1,Object145Property5
0.0,Object146,Property2,371294,Source1,Object146Property2
0.0,Object146,Property5,195891,Source1,Object146Property5
0.0,Object147,Property2,463563,Source1,Object147Property2
0.0,Object147,Property5,375990,Source1,Object147Property5
0.0,Object148,Property2,467701,Source1,Object148Property2
0.0,Object148,Property5,404894,Source1,Object148Property5
0.0,Object149,Property2,257490,Source1,Object149Property2
0.0,Object149,Property5,287128,Source1,Object149Property5
0.0,Object150,Property2,284661,Source1,Object150Property2
0.0,Object150,Property5,124021,Source1,Object150Property5
0.0,Object151,Property2,414648,Source1,Object151Property2
0.0,Object151,Property5,389951,Source1,Object151Property5
0.0,Object152,Property2,208739,Source1,Object152Property2
0.0,Object152,Property5,212374,Source1,Object152Property5
0.0,Object153,Property2,343559,Source1,Object153Property2
0.0,Object153,Property5,153365,Source1,Object153Property5
0.0,Object154,Property2,304486,Source1,Object154Property2
0.0,Object154,Property5,175838,Source1,Object154Property5
0.0,Object155,Property2,401368,Source1,Object155Property2
0.0,Object155,Property5,423263,Source1,Object155Property5
0.0,Object156,Property2,258492,Source1,Object156Property2
0.0,Object156,Property5,285843,Source1,Object156Property5
0.0,Object157,Property2,205380,Source1,Object157Property2
0.0,Object157,Property5,186557,Source1,Object157Property5
0.0,Object158,Property2,309995,Source1,Object158Property2
0.0,Object158,Property5,185837,Source1,Object158Property5
0.0,Object159,Property2,132613,Source1,Object159Property2
0.0,Object159,Property5,354408,Source1,Object159Property5
0.0,Object160,Property2,149524,Source1,Object160Property2
0.0,Object160,Property5,279916,Source1,Object160Property5
0.0,Object161,Property2,323539,Source1,Object161Property2
0.0,Object161,Property5,494805,Source1,Object161Property5
0.0,Object162,Property2,203473,Source1,Object162Property2
0.0,Object162,Property5,306998,Source1,Object162Property5
0.0,Object163,Property2,382443,Source1,Object163Property2
0.0,Object163,Property5,196970,Source1,Object163Property5
0.0,Object164,Property2,375291,Source1,Object164Property2
0.0,Object164,Property5,397020,Source1,Object164Property5
0.0,Object165,Property2,134177,Source1,Object165Property2
0.0,Object165,Property5,330002,Source1,Object165Property5
0.0,Object166,Property2,444953,Source1,Object166Property2
0.0,Object166,Property5,499053,Source1,Object166Property5
0.0,Object167,Property2,436287,Source1,Object167Property2
0.0,Object167,Property5,188949,Source1,Object167Property5
0.0,Object168,Property2,103176,Source1,Object168Property2
0.0,Object168,Property5,192305,Source1,Object168Property5
0.0,Object169,Property2,112542,Source1,Object169Property2
0.0,Object169,Property5,370041,Source1,Object169Property5
0.0,Object170,Property2,475740,Source1,Object170Property2
0.0,Object170,Property5,313893,Source1,Object170Property5
0.0,Object171,Property2,411652,Source1,Object171Property2
0.0,Object171,Property5,275091,Source1,Object171Property5
0.0,Object172,Property2,259544,Source1,Object172Property2
0.0,Object172,Property5,250051,Source1,Object172Property5
0.0,Object173,Property2,230731,Source1,Object173Property2
0.0,Object173,Property5,347570,Source1,Object173Property5
0.0,Object174,Property2,394260,Source1,Object174Property2
0.0,Object174,Property5,322930,Source1,Object174Property5
0.0,Object175,Property2,329968,Source1,Object175Property2
0.0,Object175,Property5,284946,Source1,Object175Property5
0.0,Object176,Property2,495210,Source1,Object176Property2
0.0,Object176,Property5,312018,Source1,Object176Property5
0.0,Object177,Property2,380429,Source1,Object177Property2
0.0,Object177,Property5,469680,Source1,Object177Property5
0.0,Object178,Property2,433871,Source1,Object178Property2
0.0,Object178,Property5,274983,Source1,Object178Property5
0.0,Object179,Property2,177867,Source1,Object179Property2
0.0,Object179,Property5,453797,Source1,Object179Property5
0.0,Object180,Property2,214669,Source1,Object180Property2
0.0,Object180,Property5,168826,Source1,Object180Property5
0.0,Object181,Property2,404335,Source1,Object181Property2
0.0,Object181,Property5,187544,Source1,Object181Property5
0.0,Object182,Property2,491406,Source1,Object182Property2
0.0,Object182,Property5,159867,Source1,Object182Property5
0.0,Object183,Property2,278278,Source1,Object183Property2
0.0,Object183,Property5,463625,Source1,Object183Property5
0.0,Object184,Property2,266934,Source1,Object184Property2
0.0,Object184,Property5,164375,Source1,Object184Property5
0.0,Object185,Property2,127132,Source1,Object185Property2
0.0,Object185,Property5,169802,Source1,Object185Property5
0.0,Object186,Property2,362294,Source1,Object186Property2
0.0,Object186,Property5,177448,Source1,Object186Property5
0.0,Object187,Property2,413985,Source1,Object187Property2
0.0,Object187,Property5,464629,Source1,Object187Property5
0.0,Object188,Property2,181242,Source1,Object188Property2
0.0,Object188,Property5,472118,Source1,Object188Property5
0.0,Object189,Property2,214524,Source1,Object189Property2
0.0,Object189,Property5,348761,Source1,Object189Property5
0.0,Object190,Property2,446032,Source1,Object190Property2
0.0,Object190,Property5,370577,Source1,Object190Property5
0.0,Object191,Property2,217559,Source1,Object191Property2
0.0,Object191,Property5,281898,Source1,Object191Property5
0.0,Object192,Property2,242411,Source1,Object192Property2
0.0,Object192,Property5,295359,Source1,Object192Property5
0.0,Object193,Property2,344010,Source1,Object193Property2
0.0,Object193,Property5,150817,Source1,Object193Property5
0.0,Object194,Property2,231686,Source1,Object194Property2
0.0,Object194,Property5,140806,Source1,Object194Property5
0.0,Object195,Property2,284082,Source1,Object195Property2
0.0,Object195,Property5,480722,Source1,Object195Property5
0.0,Object196,Property2,261566,Source1,Object196Property2
0.0,Object196,Property5,488592,Source1,Object196Property5
0.0,Object197,Property2,493965,Source1,Object197Property2
0.0,Object197,Property5,387286,Source1,Object197Property5
0.0,Object198,Property2,431493,Source1,Object198Property2
0.0,Object198,Property5,483378,Source1,Object198Property5
0.0,Object199,Property2,468124,Source1,Object199Property2
0.0,Object199,Property5,312768,Source1,Object199Property5
0.0,Object200,Property2,298295,Source1,Object200Property2
0.0,Object200,Property5,194384,Source1,Object200Property5
0.0,Object201,Property2,268515,Source1,Object201Property2
0.0,Object201,Property5,442869,Source1,Object201Property5
0.0,Object202,Property2,467148,Source1,Object202Property2
0.0,Object202,Property5,459261,Source1,Object202Property5
0.0,Object203,Property2,407000,Source1,Object203Property2
0.0,Object203,Property5,276777,Source1,Object203Property5
0.0,Object204,Property2,149470,Source1,Object204Property2
0.0,Object204,Property5,288816,Source1,Object204Property5
0.0,Object205,Property2,263690,Source1,Object205Property2
0.0,Object205,Property5,450512,Source1,Object205Property5
0.0,Object206,Property2,391211,Source1,Object206Property2
0.0,Object206,Property5,275555,Source1,Object206Property5
0.0,Object207,Property2,126213,Source1,Object207Property2
0.0,Object207,Property5,473094,Source1,Object207Property5
0.0,Object208,Property2,140616,Source1,Object208Property2
0.0,Object208,Property5,268063,Source1,Object208Property5
0.0,Object209,Property2,379878,Source1,Object209Property2
0.0,Object209,Property5,491776,Source1,Object209Property5
0.0,Object210,Property2,420792,Source1,Object210Property2
0.0,Object210,Property5,395422,Source1,Object210Property5
0.0,Object211,Property2,494883,Source1,Object211Property2
0.0,Object211,Property5,250659,Source1,Object211Property5
0.0,Object212,Property2,280903,Source1,Object212Property2
0.0,Object212,Property5,345583,Source1,Object212Property5
0.0,Object213,Property2,318427,Source1,Object213Property2
0.0,Object213,Property5,182806,Source1,Object213Property5
0.0,Object214,Property2,279220,Source1,Object214Property2
0.0,Object214,Property5,207309,Source1,Object214Property5
0.0,Object215,Property2,366453,Source1,Object215Property2
0.0,Object215,Property5,344367,Source1,Object215Property5
0.0,Object216,Property2,285401,Source1,Object216Property2
0.0,Object216,Property5,146418,Source1,Object216Property5
0.0,Object217,Property2,162481,Source1,Object217Property2
0.0,Object217,Property5,263148,Source1,Object217Property5
0.0,Object218,Property2,109145,Source1,Object218Property2
0.0,Object218,Property5,162552,Source1,Object218Property5
0.0,Object219,Property2,402560,Source1,Object219Property2
0.0,Object219,Property5,108332,Source1,Object219Property5
0.0,Object220,Property2,313223,Source1,Object220Property2
0.0,Object220,Property5,292979,Source1,Object220Property5
0.0,Object221,Property2,269698,Source1,Object221Property2
0.0,Object221,Property5,310178,Source1,Object221Property5
0.0,Object222,Property2,439504,Source1,Object222Property2
0.0,Object222,Property5,439957,Source1,Object222Property5
0.0,Object223,Property2,284130,Source1,Object223Property2
0.0,Object223,Property5,293413,Source1,Object223Property5
0.0,Object224,Property2,486143,Source1,Object224Property2
0.0,Object224,Property5,436765,Source1,Object224Property5
0.0,Object225,Property2,221575,Source1,Object225Property2
0.0,Object225,Property5,293234,Source1,Object225Property5
0.0,Object226,Property2,179860,Source1,Object226Property2
0.0,Object226,Property5,169917,Source1,Object226Property5
0.0,Object227,Property2,110789,Source1,Object227Property2
0.0,Object227,Property5,200179,Source1,Object227Property5
0.0,Object228,Property2,431965,Source1,Object228Property2
0.0,Object228,Property5,478612,Source1,Object228Property5
0.0,Object229,Property2,326461,Source1,Object229Property2
0.0,Object229,Property5,383009,Source1,Object229Property5
0.0,Object230,Property2,274350,Source1,Object230Property2
0.0,Object230,Property5,441926,Source1,Object230Property5
0.0,Object231,Property2,258204,Source1,Object231Property2
0.0,Object231,Property5,152412,Source1,Object231Property5
0.0,Object232,Property2,481759,Source1,Object232Property2
0.0,Object232,Property5,430324,Source1,Object232Property5
0.0,Object233,Property2,277662,Source1,Object233Property2
0.0,Object233,Property5,382780,Source1,Object233Property5
0.0,Object234,Property2,109862,Source1,Object234Property2
0.0,Object234,Property5,466705,Source1,Object234Property5
0.0,Object235,Property2,142726,Source1,Object235Property2
0.0,Object235,Property5,290720,Source1,Object235Property5
0.0,Object236,Property2,106192,Source1,Object236Property2
0.0,Object236,Property5,389496,Source1,Object236Property5
0.0,Object237,Property2,418441,Source1,Object237Property2
0.0,Object237,Property5,335955,Source1,Object237Property5
0.0,Object238,Property2,164463,Source1,Object238Property2
0.0,Object238,Property5,438282,Source1,Object238Property5
0.0,Object239,Property2,300791,Source1,Object239Property2
0.0,Object239,Property5,495085,Source1,Object239Property5
0.0,Object240,Property2,325075,Source1,Object240Property2
0.0,Object240,Property5,240979,Source1,Object240Property5
0.0,Object241,Property2,329337,Source1,Object241Property2
0.0,Object241,Property5,473638,Source1,Object241Property5
0.0,Object242,Property2,150391,Source1,Object242Property2
0.0,Object242,Property5,157852,Source1,Object242Property5
0.0,Object243,Property2,489459,Source1,Object243Property2
0.0,Object243,Property5,289595,Source1,Object243Property5
0.0,Object244,Property2,151601,Source1,Object244Property2
0.0,Object244,Property5,456721,Source1,Object244Property5
0.0,Object245,Property2,179349,Source1,Object245Property2
0.0,Object245,Property5,270801,Source1,Object245Property5
0.0,Object246,Property2,258578,Source1,Object246Property2
0.0,Object246,Property5,448981,Source1,Object246Property5
0.0,Object247,Property2,237283,Source1,Object247Property2
0.0,Object247,Property5,172326,Source1,Object247Property5
0.0,Object248,Property2,255711,Source1,Object248Property2
0.0,Object248,Property5,114765,Source1,Object248Property5
0.0,Object249,Property2,295993,Source1,Object249Property2
0.0,Object249,Property5,203024,Source1,Object249Property5
0.0,Object250,Property2,341516,Source1,Object250Property2
0.0,Object250,Property5,206147,Source1,Object250Property5
0.0,Object251,Property2,171781,Source1,Object251Property2
0.0,Object251,Property5,154527,Source1,Object251Property5
0.0,Object252,Property2,399776,Source1,Object252Property2
0.0,Object252,Property5,351700,Source1,Object252Property5
0.0,Object253,Property2,356203,Source1,Object253Property2
0.0,Object253,Property5,381239,Source1,Object253Property5
0.0,Object254,Property2,448618,Source1,Object254Property2
0.0,Object254,Property5,448671,Source1,Object254Property5
0.0,Object255,Property2,303941,Source1,Object255Property2
0.0,Object255,Property5,286610,Source1,Object255Property5
0.0,Object256,Property2,263073,Source1,Object256Property2
0.0,Object256,Property5,335445,Source1,Object256Property5
0.0,Object257,Property2,415434,Source1,Object257Property2
0.0,Object257,Property5,185382,Source1,Object257Property5
0.0,Object258,Property2,377789,Source1,Object258Property2
0.0,Object258,Property5,483681,Source1,Object258Property5
0.0,Object259,Property2,103668,Source1,Object259Property2
0.0,Object259,Property5,299708,Source1,Object259Property5
0.0,Object260,Property2,372066,Source1,Object260Property2
0.0,Object260,Property5,446049,Source1,Object260Property5
0.0,Object261,Property2,302977,Source1,Object261Property2
0.0,Object261,Property5,322316,Source1,Object261Property5
0.0,Object262,Property2,174153,Source1,Object262Property2
0.0,Object262,Property5,175240,Source1,Object262Property5
0.0,Object263,Property2,113259,Source1,Object263Property2
0.0,Object263,Property5,264684,Source1,Object263Property5
0.0,Object264,Property2,306799,Source1,Object264Property2
0.0,Object264,Property5,329839,Source1,Object264Property5
0.0,Object265,Property2,331248,Source1,Object265Property2
0.0,Object265,Property5,183904,Source1,Object265Property5
0.0,Object266,Property2,397494,Source1,Object266Property2
0.0,Object266,Property5,345816,Source1,Object266Property5
0.0,Object267,Property2,478129,Source1,Object267Property2
0.0,Object267,Property5,396163,Source1,Object267Property5
0.0,Object268,Property2,206068,Source1,Object268Property2
0.0,Object268,Property5,412501,Source1,Object268Property5
