Object,Property,Value,False,ObjectProperty
Object10,Property2,487103,"[748719, 519445, 754774, 940536, 834763, 909734, 991908, 808445, 834385, 846588]",Object10Property2
Object10,Property1,329608,"[853707, 681615, 553823, 614081, 677866, 833106, 881224, 716783, 535420, 535240]",Object10Property1
Object10,Property3,144407,"[724686, 628596, 791646, 677372, 666387, 826397, 923781, 917970, 776557, 902091]",Object10Property3
Object10,Property6,439502,"[640233, 896325, 514785, 700893, 601353, 523528, 980163, 644136, 982779, 969513]",Object10Property6
Object11,Property5,255423,"[775215, 900971, 711702, 745234, 820473, 696632, 996322, 926898, 861270, 877229]",Object11Property5
Object11,Property4,304963,"[540391, 922374, 663206, 546354, 703053, 971468, 519700, 608406, 590574, 881039]",Object11Property4
Object11,Property2,326247,"[690017, 745761, 683042, 695768, 919080, 668932, 745683, 664768, 892511, 872152]",Object11Property2
Object11,Property1,363192,"[939468, 739734, 747389, 926696, 932097, 607832, 641045, 907914, 542966, 832012]",Object11Property1
Object11,Property3,245606,"[844772, 796235, 667104, 800326, 819160, 937675, 844693, 717989, 735733, 758192]",Object11Property3
Object11,Property6,162192,"[756339, 626310, 849989, 848127, 568442, 828539, 847746, 906465, 674765, 560183]",Object11Property6
Object12,Property5,213675,"[793731, 752620, 935710, 773289, 724170, 735031, 505985, 775294, 764859, 527431]",Object12Property5
Object12,Property4,377989,"[671439, 630759, 604725, 925666, 662299, 581169, 918874, 960751, 677319, 549769]",Object12Property4
Object12,Property2,467801,"[906873, 765131, 576725, 903644, 955745, 579254, 788922, 688013, 917835, 842609]",Object12Property2
Object12,Property1,459045,"[681487, 726695, 717545, 782249, 583878, 749877, 711082, 619070, 583625, 509628]",Object12Property1
Object12,Property3,301634,"[736471, 747078, 987150, 790088, 887047, 512515, 970339, 831423, 683738, 696489]",Object12Property3
Object12,Property6,480546,"[568653, 508173, 918082, 754376, 726728, 964843, 517852, 777650, 610104, 763936]",Object12Property6
Object13,Property5,128810,"[834723, 655020, 920896, 528582, 525192, 606504, 681584, 916518, 555033, 540270]",Object13Property5
Object13,Property4,244283,"[522126, 675235, 862474, 991715, 870247, 819398, 907580, 542160, 678683, 701140]",Object13Property4
Object13,Property2,249246,"[919543, 887278, 880838, 671290, 543282, 764420, 856202, 853978, 610549, 686300]",Object13Property2
Object13,Property1,231473,"[754301, 661429, 589411, 693532, 776474, 945008, 915064, 882774, 972467, 725176]",Object13Property1
Object13,Property3,202361,"[617718, 674775, 696543, 774285, 910703, 721533, 631773, 717111, 581990, 917346]",Object13Property3
Object13,Property6,115176,"[833482, 525655, 875690, 625326, 961662, 663687, 646794, 502734, 653993, 738874]",Object13Property6
Object14,Property5,462936,"[987652, 868661, 659390, 503411, 964260, 862787, 876860, 978383, 567865, 709365]",Object14Property5
Object14,Property4,355483,"[665384, 610246, 758310, 584993, 854255, 871438, 569544, 618120, 794049, 622944]",Object14Property4
Object14,Property2,410959,"[794131, 648998, 798122, 628835, 853730, 914243, 550021, 738280, 975741, 620237]",Object14Property2
Object14,Property1,121118,"[572934, 550080, 632956, 533775, 889521, 728901, 960807, 674875, 968070, 771042]",Object14Property1
Object14,Property3,295159,"[775069, 511662, 667581, 798957, 890983, 959160, 845405, 753924, 560980, 673712]",Object14Property3
Object14,Property6,452499,"[520230, 630820, 756902, 623475, 617652, 701824, 530603, 998564, 703502, 772529]",Object14Property6
Object15,Property5,476851,"[860095, 555543, 999702, 633975, 827488, 507315, 620754, 816560, 515990, 681144]",Object15Property5
Object15,Property4,373103,"[576695, 718041, 948876, 933814, 905308, 571957, 742140, 721808, 932079, 549538]",Object15Property4
Object15,Property2,279353,"[648165, 631007, 607689, 581915, 636230, 546840, 778997, 691946, 698604, 531753]",Object15Property2
Object15,Property1,279059,"[961478, 760512, 807605, 561518, 990234, 869619, 551154, 743427, 802799, 927738]",Object15Property1
Object15,Property3,188287,"[720580, 840203, 730027, 641741, 506908, 816508, 540009, 851216, 968109, 540269]",Object15Property3
Object15,Property6,200247,"[825602, 560249, 955065, 994746, 924151, 760846, 644030, 600461, 614035, 598607]",Object15Property6
Object16,Property5,299348,"[672838, 848368, 625320, 714147, 519210, 875214, 984669, 563669, 850243, 926207]",Object16Property5
Object16,Property4,169082,"[520689, 925586, 799052, 823679, 551650, 639600, 960441, 931921, 892201, 671014]",Object16Property4
Object16,Property2,227406,"[624621, 615442, 730047, 612975, 957356, 533802, 886152, 808695, 534922, 518118]",Object16Property2
Object16,Property1,480473,"[567019, 917767, 833933, 786887, 971329, 543861, 920642, 550641, 976962, 789927]",Object16Property1
Object16,Property3,206043,"[896127, 666632, 587783, 682062, 992357, 979951, 890300, 965797, 521954, 830155]",Object16Property3
Object16,Property6,245128,"[590106, 694517, 559036, 529844, 604410, 560073, 682600, 956716, 603972, 929518]",Object16Property6
Object17,Property5,374795,"[968948, 902156, 605744, 857626, 613070, 823964, 712854, 593990, 640751, 930333]",Object17Property5
Object17,Property4,203986,"[584858, 803495, 901164, 562708, 810778, 800578, 818261, 971853, 985395, 893747]",Object17Property4
Object17,Property2,228750,"[806897, 677536, 731836, 780221, 692269, 866126, 944449, 739268, 824188, 771533]",Object17Property2
Object17,Property1,223669,"[674667, 840513, 505425, 587584, 693047, 838426, 606183, 724249, 689360, 924426]",Object17Property1
Object17,Property3,256275,"[848948, 906212, 766435, 584111, 608122, 601514, 846014, 731078, 844546, 906880]",Object17Property3
Object17,Property6,266022,"[941028, 555816, 866720, 579926, 848579, 552315, 701601, 980583, 793966, 601711]",Object17Property6
Object18,Property5,141740,"[668535, 925370, 815379, 915764, 986421, 535701, 909030, 930448, 698962, 544465]",Object18Property5
Object18,Property4,191048,"[911896, 740625, 817543, 527681, 664665, 695199, 981435, 585065, 846112, 986515]",Object18Property4
Object18,Property2,353683,"[581953, 592655, 864884, 955192, 852691, 885549, 537932, 571866, 669344, 781417]",Object18Property2
Object18,Property1,464694,"[587770, 745978, 962710, 590911, 688810, 949773, 593864, 619371, 768357, 557464]",Object18Property1
Object18,Property3,417233,"[812486, 790130, 593903, 938857, 890997, 700161, 869971, 578990, 609280, 710601]",Object18Property3
Object18,Property6,358786,"[659930, 685076, 916695, 849853, 954688, 526563, 977759, 543143, 658984, 857678]",Object18Property6
Object19,Property5,368104,"[753119, 810976, 514849, 896339, 665838, 514506, 810167, 505083, 691115, 546114]",Object19Property5
Object19,Property4,189211,"[931232, 904314, 532321, 977920, 564601, 708045, 987815, 628445, 633374, 564903]",Object19Property4
Object19,Property2,318628,"[602420, 576632, 548805, 949098, 523774, 695395, 674660, 577952, 721800, 804218]",Object19Property2
Object19,Property1,239479,"[608254, 774869, 801021, 850562, 734523, 878939, 765602, 897436, 740461, 942854]",Object19Property1
Object19,Property3,305918,"[841466, 656445, 732084, 521922, 554555, 794777, 621529, 567259, 620527, 684705]",Object19Property3
Object19,Property6,405704,"[993223, 652661, 598014, 597222, 691199, 916220, 985257, 956840, 811302, 613357]",Object19Property6
Object20,Property5,276028,"[665568, 501259, 806487, 556047, 905988, 823315, 661655, 885184, 932214, 642031]",Object20Property5
Object20,Property4,142044,"[582561, 776494, 801706, 502748, 851837, 933552, 776380, 533349, 628970, 919011]",Object20Property4
Object20,Property2,396391,"[702454, 614439, 802568, 681743, 910268, 898350, 524474, 578911, 628637, 660459]",Object20Property2
Object20,Property1,337773,"[502409, 837881, 825447, 608261, 687534, 843168, 654510, 683866, 759502, 513398]",Object20Property1
Object20,Property3,471219,"[944641, 791940, 924460, 593931, 821290, 751119, 581109, 523775, 557344, 534934]",Object20Property3
Object20,Property6,362586,"[899052, 912469, 970665, 612061, 838731, 786451, 781417, 905495, 656734, 709415]",Object20Property6
Object21,Property5,148088,"[711633, 794611, 863876, 676574, 858906, 521470, 668807, 671908, 828232, 770228]",Object21Property5
Object21,Property4,485570,"[541065, 701610, 804748, 564596, 694569, 792184, 857019, 522980, 681276, 706133]",Object21Property4
Object21,Property2,100669,"[989550, 583595, 781801, 810456, 614396, 544216, 915932, 654608, 612794, 916495]",Object21Property2
Object21,Property1,216453,"[781967, 755693, 681657, 774046, 592911, 960275, 607240, 949722, 636955, 609381]",Object21Property1
Object21,Property3,106681,"[589148, 928372, 561141, 784046, 732889, 798091, 523543, 833936, 772027, 567004]",Object21Property3
Object21,Property6,140137,"[585366, 858470, 864903, 768166, 907794, 865891, 744217, 862178, 705380, 899374]",Object21Property6
Object22,Property5,187280,"[999416, 789548, 654553, 507450, 562774, 618614, 740409, 852953, 615712, 661690]",Object22Property5
Object22,Property4,464568,"[999798, 882493, 758388, 657578, 774851, 693040, 790255, 644256, 655003, 785892]",Object22Property4
Object22,Property2,160471,"[692543, 778071, 861786, 603038, 662367, 601567, 847032, 726332, 843083, 894741]",Object22Property2
Object22,Property1,251500,"[614965, 616119, 947975, 994660, 757543, 587066, 743665, 850522, 767090, 576916]",Object22Property1
Object22,Property3,104702,"[779017, 970689, 685186, 643149, 700467, 526915, 942950, 646002, 641693, 942897]",Object22Property3
Object22,Property6,484554,"[643323, 740576, 581014, 858351, 530862, 575112, 893246, 668365, 765853, 856424]",Object22Property6
Object23,Property5,488482,"[941583, 553139, 967308, 852634, 526718, 833579, 989273, 897304, 588810, 990679]",Object23Property5
Object23,Property4,183983,"[968584, 501599, 608878, 905606, 552676, 910822, 577563, 813005, 952016, 739423]",Object23Property4
Object23,Property2,217699,"[717785, 939461, 985009, 549052, 812803, 955887, 846807, 571003, 652595, 841686]",Object23Property2
Object23,Property1,437204,"[688708, 996969, 521016, 858949, 893225, 918242, 955710, 809105, 793279, 854907]",Object23Property1
Object23,Property3,104051,"[613089, 606112, 990878, 896437, 991372, 630300, 849844, 968710, 562782, 537954]",Object23Property3
Object23,Property6,385742,"[881174, 953181, 551424, 679802, 612185, 609176, 837714, 579359, 958888, 908046]",Object23Property6
Object24,Property5,210584,"[933999, 941229, 692272, 792781, 535252, 956942, 555208, 970353, 689910, 819824]",Object24Property5
Object24,Property4,352962,"[632275, 663243, 717171, 697483, 592358, 630866, 912027, 667940, 910486, 980092]",Object24Property4
Object24,Property2,302133,"[872498, 894824, 831234, 814663, 540347, 545906, 712852, 732714, 896030, 804367]",Object24Property2
Object24,Property1,399388,"[649611, 935642, 671289, 914203, 824584, 852056, 960215, 741569, 729464, 687299]",Object24Property1
Object24,Property3,159937,"[906165, 613521, 658004, 986081, 914038, 540064, 968226, 620603, 699356, 907798]",Object24Property3
Object24,Property6,266554,"[964320, 994671, 677236, 716952, 610814, 803890, 834216, 789554, 568745, 929347]",Object24Property6
Object25,Property5,294092,"[695836, 976751, 556185, 721952, 675780, 595324, 871536, 723249, 662656, 638152]",Object25Property5
Object25,Property4,291464,"[613597, 913412, 990437, 745127, 971896, 901370, 981272, 681823, 786636, 564123]",Object25Property4
Object25,Property2,236671,"[916270, 908312, 836306, 854943, 826357, 888134, 957747, 909352, 668905, 528279]",Object25Property2
Object25,Property1,256426,"[826261, 774804, 585457, 750367, 841255, 584835, 725710, 539507, 906371, 854397]",Object25Property1
Object25,Property3,131822,"[937936, 751578, 793208, 577279, 960180, 652009, 792189, 638225, 656825, 558388]",Object25Property3
Object25,Property6,208249,"[745692, 903252, 837185, 736782, 644782, 965367, 769560, 519630, 771774, 703110]",Object25Property6
Object26,Property5,200745,"[961097, 583817, 647606, 656441, 529001, 980044, 643914, 527079, 594588, 862176]",Object26Property5
Object26,Property4,122596,"[815610, 915961, 824163, 797746, 627143, 567070, 741908, 861740, 927429, 741673]",Object26Property4
Object26,Property2,475718,"[865923, 955993, 800509, 549039, 603746, 804487, 648572, 543739, 618830, 738345]",Object26Property2
Object26,Property1,359998,"[890338, 503198, 959839, 509106, 945647, 916470, 847131, 936413, 690710, 739803]",Object26Property1
Object26,Property3,154453,"[931329, 925084, 963533, 796861, 889242, 662085, 626021, 524605, 578205, 875892]",Object26Property3
Object26,Property6,178130,"[899454, 690445, 828804, 995852, 649970, 586073, 931993, 540182, 901981, 804964]",Object26Property6
Object27,Property5,498108,"[836308, 718733, 835490, 596861, 641015, 528804, 574669, 658932, 650591, 980509]",Object27Property5
Object27,Property4,320673,"[965195, 812208, 623517, 599857, 956988, 617699, 714948, 680611, 882202, 667872]",Object27Property4
Object27,Property2,474309,"[774326, 811074, 681251, 788041, 888529, 894816, 710919, 543681, 846249, 820094]",Object27Property2
Object27,Property1,286140,"[905544, 626699, 831239, 750624, 881826, 989458, 873685, 803369, 636485, 955320]",Object27Property1
Object27,Property3,405248,"[686091, 749093, 788742, 575952, 623755, 918907, 904878, 891334, 960060, 784562]",Object27Property3
Object27,Property6,246537,"[944008, 738483, 576231, 677049, 973008, 661968, 592212, 632422, 604512, 746894]",Object27Property6
Object28,Property5,287385,"[603208, 739724, 803867, 611698, 864626, 686933, 961726, 688727, 845170, 803788]",Object28Property5
Object28,Property4,237569,"[983348, 905257, 638338, 604457, 600227, 796861, 920364, 777885, 787333, 822530]",Object28Property4
Object28,Property2,394896,"[688043, 592016, 951561, 534754, 673159, 815515, 813282, 523930, 944151, 626405]",Object28Property2
Object28,Property1,166952,"[731465, 999630, 725828, 935795, 999347, 622647, 575905, 707184, 933466, 967572]",Object28Property1
Object28,Property3,449582,"[661575, 945776, 950203, 747053, 931594, 933764, 604698, 835745, 613423, 683786]",Object28Property3
Object28,Property6,184985,"[860712, 574531, 669856, 512908, 774552, 565667, 847064, 918893, 909534, 615172]",Object28Property6
Object29,Property5,416600,"[888187, 615155, 527936, 799221, 821166, 737233, 956678, 723090, 867945, 865838]",Object29Property5
Object29,Property4,452523,"[810169, 541376, 930037, 820290, 892791, 980367, 712011, 527144, 763292, 846585]",Object29Property4
Object29,Property2,482137,"[551197, 904549, 631181, 835743, 692845, 534076, 954948, 702982, 712203, 979304]",Object29Property2
Object29,Property1,436187,"[529071, 883048, 578428, 585766, 568670, 512738, 989611, 652141, 798047, 569866]",Object29Property1
Object29,Property3,147683,"[786128, 606529, 700973, 615184, 608153, 648100, 940978, 926842, 518343, 767260]",Object29Property3
Object29,Property6,113862,"[756415, 603388, 890310, 768817, 722248, 878550, 619994, 707640, 693606, 865600]",Object29Property6
Object30,Property5,451200,"[731306, 561457, 527163, 828569, 779386, 714305, 656801, 563175, 837573, 623054]",Object30Property5
Object30,Property4,170928,"[849485, 636747, 809583, 954560, 808088, 833456, 530869, 851425, 924671, 772569]",Object30Property4
Object30,Property2,124173,"[531003, 872260, 834540, 859622, 537977, 731286, 684169, 750140, 663163, 604574]",Object30Property2
Object30,Property1,487560,"[567933, 520334, 610742, 705262, 825580, 908474, 635492, 647973, 533855, 987552]",Object30Property1
Object30,Property3,286876,"[587088, 955991, 680305, 922709, 576740, 634293, 809189, 871122, 950483, 623115]",Object30Property3
Object30,Property6,256194,"[616985, 924807, 796334, 587433, 633050, 856191, 528105, 712596, 669602, 797545]",Object30Property6
Object31,Property5,273545,"[563792, 738209, 958913, 721782, 750221, 724144, 815738, 852468, 787654, 926568]",Object31Property5
Object31,Property4,361827,"[961990, 939953, 647643, 993490, 622049, 934198, 775973, 831341, 702341, 602389]",Object31Property4
Object31,Property2,468712,"[665259, 942890, 853255, 646178, 603082, 773012, 610545, 513655, 993159, 670482]",Object31Property2
Object31,Property1,252317,"[980816, 728596, 962904, 530520, 909023, 555648, 539907, 710464, 553158, 505717]",Object31Property1
Object31,Property3,190993,"[660558, 785574, 554188, 908752, 989961, 685914, 716819, 747786, 929640, 848912]",Object31Property3
Object31,Property6,478880,"[735377, 906780, 836493, 925651, 830420, 694806, 771627, 694955, 561680, 764860]",Object31Property6
Object32,Property5,360063,"[900108, 672621, 905750, 900932, 995452, 538820, 946339, 624163, 942238, 844287]",Object32Property5
Object32,Property4,460586,"[656806, 813919, 501372, 670733, 779243, 759653, 771466, 636880, 883132, 911509]",Object32Property4
Object32,Property2,144920,"[776038, 963622, 632663, 886130, 600263, 931002, 715928, 930510, 794536, 949898]",Object32Property2
Object32,Property1,307096,"[929957, 632616, 755897, 911562, 533304, 948645, 911324, 575923, 794790, 713203]",Object32Property1
Object32,Property3,206541,"[767501, 606519, 854261, 856433, 573326, 504064, 968105, 845896, 949907, 653822]",Object32Property3
Object32,Property6,244223,"[716785, 557673, 673055, 648588, 664637, 520285, 962710, 772884, 952742, 810087]",Object32Property6
Object33,Property5,199372,"[833512, 666088, 971041, 629243, 632137, 588831, 788319, 674283, 787286, 770705]",Object33Property5
Object33,Property4,213362,"[888555, 750960, 858774, 623318, 901033, 549247, 910592, 971725, 867346, 779329]",Object33Property4
Object33,Property2,198404,"[842471, 863343, 755384, 778673, 894928, 678886, 936603, 858868, 654083, 514109]",Object33Property2
Object33,Property1,417403,"[967564, 584689, 973122, 729120, 919531, 970497, 559104, 948261, 740984, 981027]",Object33Property1
Object33,Property3,130149,"[740059, 551028, 687990, 751247, 694513, 807772, 790999, 600070, 607599, 844058]",Object33Property3
Object33,Property6,215382,"[742502, 861043, 628859, 814328, 753734, 605928, 807207, 946222, 784085, 761743]",Object33Property6
Object34,Property5,463697,"[986703, 807578, 727368, 632333, 759463, 671888, 993497, 821171, 505812, 675048]",Object34Property5
Object34,Property4,238836,"[841104, 970282, 528949, 695189, 594800, 825921, 646801, 722564, 965673, 925521]",Object34Property4
Object34,Property2,444362,"[868180, 899499, 810849, 556897, 627939, 950075, 513453, 631950, 863382, 856618]",Object34Property2
Object34,Property1,218337,"[879682, 703240, 669181, 740466, 815953, 720943, 650153, 543642, 869754, 839414]",Object34Property1
Object34,Property3,151253,"[510690, 892385, 635104, 890251, 913947, 721433, 533073, 969424, 730233, 970804]",Object34Property3
Object34,Property6,108033,"[701750, 964187, 643114, 780605, 908716, 920067, 889496, 523715, 922177, 758237]",Object34Property6
Object35,Property5,483026,"[848178, 618820, 634091, 848471, 988268, 722457, 669386, 615832, 981075, 729759]",Object35Property5
Object35,Property4,462669,"[862549, 624178, 775811, 556998, 765736, 731373, 672217, 606824, 664094, 585213]",Object35Property4
Object35,Property2,104457,"[855736, 867484, 695323, 863913, 554874, 925696, 677819, 550446, 992800, 731995]",Object35Property2
Object35,Property1,395771,"[760602, 846440, 903504, 726436, 972590, 705259, 629182, 623883, 727534, 568737]",Object35Property1
Object35,Property3,193286,"[748894, 842754, 913454, 644366, 823371, 982869, 640889, 676633, 702300, 563284]",Object35Property3
Object35,Property6,243946,"[907977, 758727, 830385, 678774, 686842, 612555, 701747, 898658, 809549, 648195]",Object35Property6
Object36,Property5,233755,"[518804, 504553, 553502, 958034, 503403, 751318, 579021, 720749, 743404, 792172]",Object36Property5
Object36,Property4,408489,"[554195, 806113, 639446, 773794, 658121, 705442, 793928, 514345, 769602, 592905]",Object36Property4
Object36,Property2,444370,"[916765, 914552, 567436, 631052, 703186, 804311, 799125, 514361, 882498, 591420]",Object36Property2
Object36,Property1,404354,"[871245, 965084, 580778, 885159, 629291, 656266, 760239, 853695, 527695, 785346]",Object36Property1
Object36,Property3,116930,"[907424, 994201, 717140, 947761, 988623, 968556, 813026, 645840, 678535, 720831]",Object36Property3
Object36,Property6,116764,"[522215, 630355, 779142, 962174, 548020, 572399, 727267, 637812, 908044, 807787]",Object36Property6
Object37,Property5,234200,"[739682, 850395, 519265, 852492, 829109, 937577, 866993, 897984, 519366, 944514]",Object37Property5
Object37,Property4,469756,"[925797, 570839, 721568, 725249, 931655, 813094, 635493, 706004, 542627, 561106]",Object37Property4
Object37,Property2,241640,"[653660, 905715, 778471, 831969, 732991, 759150, 850111, 812944, 720955, 914561]",Object37Property2
Object37,Property1,353584,"[502437, 873370, 894104, 520842, 940896, 591544, 891506, 875882, 683190, 946215]",Object37Property1
Object37,Property3,402430,"[674757, 718077, 906194, 510110, 965927, 779516, 580946, 660712, 630301, 734100]",Object37Property3
Object37,Property6,399723,"[861151, 605227, 752424, 893366, 862364, 525206, 663946, 656939, 877015, 800578]",Object37Property6
Object38,Property5,445539,"[812481, 902454, 802894, 626976, 711922, 917674, 966986, 596993, 886742, 587214]",Object38Property5
Object38,Property4,134742,"[712818, 553725, 683441, 704623, 901523, 703708, 948735, 818184, 997023, 733004]",Object38Property4
Object38,Property2,179623,"[822435, 936556, 685686, 715610, 687810, 827173, 520323, 813963, 704601, 913277]",Object38Property2
Object38,Property1,290911,"[505822, 501904, 660265, 940896, 904644, 622289, 557477, 931114, 918743, 669846]",Object38Property1
Object38,Property3,449161,"[819907, 734763, 741121, 641512, 697007, 936426, 934545, 549467, 988037, 922323]",Object38Property3
Object38,Property6,488726,"[597179, 557823, 695259, 627130, 689743, 580324, 595687, 968354, 848413, 569345]",Object38Property6
Object39,Property5,102502,"[933527, 971008, 594752, 747207, 778222, 632472, 962616, 845745, 664106, 590395]",Object39Property5
Object39,Property4,234652,"[509423, 769989, 804250, 590029, 964939, 897566, 760499, 731699, 810811, 761290]",Object39Property4
Object39,Property2,109233,"[833734, 624604, 841634, 724984, 857947, 839418, 981004, 723846, 695613, 922053]",Object39Property2
Object39,Property1,288259,"[981832, 705114, 755857, 628278, 597572, 758346, 940996, 638963, 533621, 678324]",Object39Property1
