ID,Object,Property,Value,Source,ObjectProperty,trustworthiness,oldtrustworthiness,Value_confidence
0.0,Object46,Property5,397517,Source1,Object46Property5,0.8,0.8,1.0
0.0,Object46,Property3,254406,Source1,Object46Property3,0.8,0.8,1.0
0.0,Object47,Property5,345683,Source1,Object47Property5,0.8,0.8,1.0
0.0,Object47,Property3,455243,Source1,Object47Property3,0.8,0.8,1.0
0.0,Object48,Property5,351712,Source1,Object48Property5,0.8,0.8,1.0
0.0,Object48,Property3,233116,Source1,Object48Property3,0.8,0.8,1.0
0.0,Object49,Property5,153601,Source1,Object49Property5,0.8,0.8,1.0
0.0,Object49,Property3,104563,Source1,Object49Property3,0.8,0.8,1.0
0.0,Object50,Property5,418383,Source1,Object50Property5,0.8,0.8,1.0
0.0,Object50,Property3,464290,Source1,Object50Property3,0.8,0.8,1.0
0.0,Object51,Property5,178443,Source1,Object51Property5,0.8,0.8,1.0
0.0,Object51,Property3,399729,Source1,Object51Property3,0.8,0.8,1.0
0.0,Object52,Property5,267959,Source1,Object52Property5,0.8,0.8,1.0
0.0,Object52,Property3,391524,Source1,Object52Property3,0.8,0.8,1.0
0.0,Object53,Property5,277624,Source1,Object53Property5,0.8,0.8,1.0
0.0,Object53,Property3,302572,Source1,Object53Property3,0.8,0.8,1.0
0.0,Object54,Property5,211198,Source1,Object54Property5,0.8,0.8,1.0
0.0,Object54,Property3,480868,Source1,Object54Property3,0.8,0.8,1.0
0.0,Object55,Property5,399349,Source1,Object55Property5,0.8,0.8,1.0
0.0,Object55,Property3,313603,Source1,Object55Property3,0.8,0.8,1.0
0.0,Object56,Property5,108421,Source1,Object56Property5,0.8,0.8,1.0
0.0,Object56,Property3,105823,Source1,Object56Property3,0.8,0.8,1.0
0.0,Object57,Property5,153458,Source1,Object57Property5,0.8,0.8,1.0
0.0,Object57,Property3,250642,Source1,Object57Property3,0.8,0.8,1.0
0.0,Object58,Property5,132898,Source1,Object58Property5,0.8,0.8,1.0
0.0,Object58,Property3,192538,Source1,Object58Property3,0.8,0.8,1.0
0.0,Object59,Property5,111415,Source1,Object59Property5,0.8,0.8,1.0
0.0,Object59,Property3,445990,Source1,Object59Property3,0.8,0.8,1.0
0.0,Object60,Property5,107420,Source1,Object60Property5,0.8,0.8,1.0
0.0,Object60,Property3,476602,Source1,Object60Property3,0.8,0.8,1.0
0.0,Object61,Property5,153991,Source1,Object61Property5,0.8,0.8,1.0
0.0,Object61,Property3,126959,Source1,Object61Property3,0.8,0.8,1.0
0.0,Object62,Property5,330691,Source1,Object62Property5,0.8,0.8,1.0
0.0,Object62,Property3,371738,Source1,Object62Property3,0.8,0.8,1.0
0.0,Object63,Property5,287184,Source1,Object63Property5,0.8,0.8,1.0
0.0,Object63,Property3,245878,Source1,Object63Property3,0.8,0.8,1.0
0.0,Object64,Property5,125658,Source1,Object64Property5,0.8,0.8,1.0
0.0,Object64,Property3,191800,Source1,Object64Property3,0.8,0.8,1.0
0.0,Object65,Property5,489813,Source1,Object65Property5,0.8,0.8,1.0
0.0,Object65,Property3,489403,Source1,Object65Property3,0.8,0.8,1.0
0.0,Object66,Property5,484634,Source1,Object66Property5,0.8,0.8,1.0
0.0,Object66,Property3,223915,Source1,Object66Property3,0.8,0.8,1.0
0.0,Object67,Property5,176064,Source1,Object67Property5,0.8,0.8,1.0
0.0,Object67,Property3,106101,Source1,Object67Property3,0.8,0.8,1.0
0.0,Object68,Property5,200750,Source1,Object68Property5,0.8,0.8,1.0
0.0,Object68,Property3,158355,Source1,Object68Property3,0.8,0.8,1.0
0.0,Object69,Property5,202520,Source1,Object69Property5,0.8,0.8,1.0
0.0,Object69,Property3,474786,Source1,Object69Property3,0.8,0.8,1.0
0.0,Object70,Property5,111439,Source1,Object70Property5,0.8,0.8,1.0
0.0,Object70,Property3,408932,Source1,Object70Property3,0.8,0.8,1.0
0.0,Object71,Property5,350439,Source1,Object71Property5,0.8,0.8,1.0
0.0,Object71,Property3,368613,Source1,Object71Property3,0.8,0.8,1.0
0.0,Object72,Property5,210817,Source1,Object72Property5,0.8,0.8,1.0
0.0,Object72,Property3,134938,Source1,Object72Property3,0.8,0.8,1.0
0.0,Object73,Property5,286763,Source1,Object73Property5,0.8,0.8,0.0
0.0,Object73,Property3,236407,Source1,Object73Property3,0.8,0.8,0.0
0.0,Object74,Property5,291639,Source1,Object74Property5,0.8,0.8,0.0
0.0,Object74,Property3,454197,Source1,Object74Property3,0.8,0.8,0.0
0.0,Object75,Property5,283044,Source1,Object75Property5,0.8,0.8,0.0
0.0,Object75,Property3,265243,Source1,Object75Property3,0.8,0.8,0.0
0.0,Object76,Property5,143821,Source1,Object76Property5,0.8,0.8,0.0
0.0,Object76,Property3,381585,Source1,Object76Property3,0.8,0.8,0.0
0.0,Object77,Property5,159045,Source1,Object77Property5,0.8,0.8,0.0
0.0,Object77,Property3,337981,Source1,Object77Property3,0.8,0.8,0.0
0.0,Object78,Property5,350049,Source1,Object78Property5,0.8,0.8,0.0
0.0,Object78,Property3,481900,Source1,Object78Property3,0.8,0.8,0.0
0.0,Object79,Property5,319586,Source1,Object79Property5,0.8,0.8,0.0
0.0,Object79,Property3,355438,Source1,Object79Property3,0.8,0.8,0.0
0.0,Object80,Property5,209172,Source1,Object80Property5,0.8,0.8,0.0
0.0,Object80,Property3,190689,Source1,Object80Property3,0.8,0.8,0.0
0.0,Object81,Property5,407606,Source1,Object81Property5,0.8,0.8,0.0
0.0,Object81,Property3,215030,Source1,Object81Property3,0.8,0.8,0.0
0.0,Object82,Property5,246985,Source1,Object82Property5,0.8,0.8,0.0
0.0,Object82,Property3,386894,Source1,Object82Property3,0.8,0.8,0.0
0.0,Object83,Property5,479378,Source1,Object83Property5,0.8,0.8,0.0
0.0,Object83,Property3,136291,Source1,Object83Property3,0.8,0.8,0.0
0.0,Object84,Property5,321354,Source1,Object84Property5,0.8,0.8,0.0
0.0,Object84,Property3,148137,Source1,Object84Property3,0.8,0.8,0.0
0.0,Object85,Property5,221101,Source1,Object85Property5,0.8,0.8,0.0
0.0,Object85,Property3,117985,Source1,Object85Property3,0.8,0.8,0.0
0.0,Object86,Property5,204399,Source1,Object86Property5,0.8,0.8,0.0
0.0,Object86,Property3,399063,Source1,Object86Property3,0.8,0.8,0.0
0.0,Object87,Property5,435584,Source1,Object87Property5,0.8,0.8,0.0
0.0,Object87,Property3,381494,Source1,Object87Property3,0.8,0.8,0.0
0.0,Object88,Property5,452615,Source1,Object88Property5,0.8,0.8,0.0
0.0,Object88,Property3,228132,Source1,Object88Property3,0.8,0.8,0.0
0.0,Object89,Property5,293956,Source1,Object89Property5,0.8,0.8,0.0
0.0,Object89,Property3,328188,Source1,Object89Property3,0.8,0.8,0.0
0.0,Object90,Property5,302391,Source1,Object90Property5,0.8,0.8,0.0
0.0,Object90,Property3,350248,Source1,Object90Property3,0.8,0.8,0.0
0.0,Object91,Property5,208783,Source1,Object91Property5,0.8,0.8,0.0
0.0,Object91,Property3,430214,Source1,Object91Property3,0.8,0.8,0.0
0.0,Object92,Property5,175984,Source1,Object92Property5,0.8,0.8,0.0
0.0,Object92,Property3,248591,Source1,Object92Property3,0.8,0.8,0.0
0.0,Object93,Property5,454191,Source1,Object93Property5,0.8,0.8,0.0
0.0,Object93,Property3,338986,Source1,Object93Property3,0.8,0.8,0.0
0.0,Object94,Property5,318948,Source1,Object94Property5,0.8,0.8,0.0
0.0,Object94,Property3,243568,Source1,Object94Property3,0.8,0.8,0.0
0.0,Object95,Property5,326470,Source1,Object95Property5,0.8,0.8,0.0
0.0,Object95,Property3,359391,Source1,Object95Property3,0.8,0.8,0.0
0.0,Object96,Property5,280509,Source1,Object96Property5,0.8,0.8,0.0
0.0,Object96,Property3,342184,Source1,Object96Property3,0.8,0.8,0.0
0.0,Object97,Property5,387464,Source1,Object97Property5,0.8,0.8,0.0
0.0,Object97,Property3,342674,Source1,Object97Property3,0.8,0.8,0.0
0.0,Object98,Property5,488859,Source1,Object98Property5,0.8,0.8,0.0
0.0,Object98,Property3,439871,Source1,Object98Property3,0.8,0.8,0.0
0.0,Object99,Property5,358712,Source1,Object99Property5,0.8,0.8,0.0
0.0,Object99,Property3,277448,Source1,Object99Property3,0.8,0.8,0.0
0.0,Object100,Property5,250542,Source1,Object100Property5,0.8,0.8,0.0
0.0,Object100,Property3,164411,Source1,Object100Property3,0.8,0.8,0.0
0.0,Object101,Property5,487406,Source1,Object101Property5,0.8,0.8,0.0
0.0,Object101,Property3,163021,Source1,Object101Property3,0.8,0.8,0.0
0.0,Object102,Property5,473777,Source1,Object102Property5,0.8,0.8,0.0
0.0,Object102,Property3,294645,Source1,Object102Property3,0.8,0.8,0.0
0.0,Object103,Property5,155002,Source1,Object103Property5,0.8,0.8,0.0
0.0,Object103,Property3,242741,Source1,Object103Property3,0.8,0.8,0.0
0.0,Object104,Property5,300761,Source1,Object104Property5,0.8,0.8,0.0
0.0,Object104,Property3,133455,Source1,Object104Property3,0.8,0.8,0.0
0.0,Object105,Property5,249946,Source1,Object105Property5,0.8,0.8,0.0
0.0,Object105,Property3,233200,Source1,Object105Property3,0.8,0.8,0.0
0.0,Object106,Property5,369273,Source1,Object106Property5,0.8,0.8,0.0
0.0,Object106,Property3,194207,Source1,Object106Property3,0.8,0.8,0.0
0.0,Object107,Property5,109020,Source1,Object107Property5,0.8,0.8,0.0
0.0,Object107,Property3,196357,Source1,Object107Property3,0.8,0.8,0.0
0.0,Object108,Property5,333546,Source1,Object108Property5,0.8,0.8,0.0
0.0,Object108,Property3,101224,Source1,Object108Property3,0.8,0.8,0.0
0.0,Object109,Property5,244132,Source1,Object109Property5,0.8,0.8,0.0
0.0,Object109,Property3,202121,Source1,Object109Property3,0.8,0.8,0.0
0.0,Object110,Property5,267018,Source1,Object110Property5,0.8,0.8,0.0
0.0,Object110,Property3,209120,Source1,Object110Property3,0.8,0.8,0.0
0.0,Object111,Property5,368435,Source1,Object111Property5,0.8,0.8,0.0
0.0,Object111,Property3,430255,Source1,Object111Property3,0.8,0.8,0.0
0.0,Object112,Property5,466916,Source1,Object112Property5,0.8,0.8,0.0
0.0,Object112,Property3,345060,Source1,Object112Property3,0.8,0.8,0.0
0.0,Object113,Property5,273648,Source1,Object113Property5,0.8,0.8,0.0
0.0,Object113,Property3,148537,Source1,Object113Property3,0.8,0.8,0.0
0.0,Object114,Property5,430649,Source1,Object114Property5,0.8,0.8,0.0
0.0,Object114,Property3,229549,Source1,Object114Property3,0.8,0.8,0.0
0.0,Object115,Property5,206180,Source1,Object115Property5,0.8,0.8,0.0
0.0,Object115,Property3,180465,Source1,Object115Property3,0.8,0.8,0.0
0.0,Object116,Property5,426827,Source1,Object116Property5,0.8,0.8,0.0
0.0,Object116,Property3,235139,Source1,Object116Property3,0.8,0.8,0.0
0.0,Object117,Property5,429522,Source1,Object117Property5,0.8,0.8,0.0
0.0,Object117,Property3,294560,Source1,Object117Property3,0.8,0.8,0.0
0.0,Object118,Property5,160884,Source1,Object118Property5,0.8,0.8,0.0
0.0,Object118,Property3,461718,Source1,Object118Property3,0.8,0.8,0.0
0.0,Object119,Property5,136373,Source1,Object119Property5,0.8,0.8,0.0
0.0,Object119,Property3,465723,Source1,Object119Property3,0.8,0.8,0.0
0.0,Object120,Property5,179715,Source1,Object120Property5,0.8,0.8,0.0
0.0,Object120,Property3,470001,Source1,Object120Property3,0.8,0.8,0.0
0.0,Object121,Property5,292730,Source1,Object121Property5,0.8,0.8,0.0
0.0,Object121,Property3,330492,Source1,Object121Property3,0.8,0.8,0.0
0.0,Object122,Property5,205672,Source1,Object122Property5,0.8,0.8,0.0
0.0,Object122,Property3,303709,Source1,Object122Property3,0.8,0.8,0.0
0.0,Object123,Property5,305927,Source1,Object123Property5,0.8,0.8,0.0
0.0,Object123,Property3,385700,Source1,Object123Property3,0.8,0.8,0.0
0.0,Object124,Property5,315057,Source1,Object124Property5,0.8,0.8,0.0
0.0,Object124,Property3,361866,Source1,Object124Property3,0.8,0.8,0.0
0.0,Object125,Property5,376421,Source1,Object125Property5,0.8,0.8,0.0
0.0,Object125,Property3,344122,Source1,Object125Property3,0.8,0.8,0.0
0.0,Object126,Property5,258582,Source1,Object126Property5,0.8,0.8,0.0
0.0,Object126,Property3,172481,Source1,Object126Property3,0.8,0.8,0.0
0.0,Object127,Property5,198251,Source1,Object127Property5,0.8,0.8,0.0
0.0,Object127,Property3,188276,Source1,Object127Property3,0.8,0.8,0.0
0.0,Object128,Property5,295123,Source1,Object128Property5,0.8,0.8,0.0
0.0,Object128,Property3,209916,Source1,Object128Property3,0.8,0.8,0.0
0.0,Object129,Property5,488417,Source1,Object129Property5,0.8,0.8,0.0
0.0,Object129,Property3,349592,Source1,Object129Property3,0.8,0.8,0.0
0.0,Object130,Property5,435437,Source1,Object130Property5,0.8,0.8,0.0
0.0,Object130,Property3,485234,Source1,Object130Property3,0.8,0.8,0.0
0.0,Object131,Property5,250295,Source1,Object131Property5,0.8,0.8,0.0
0.0,Object131,Property3,361466,Source1,Object131Property3,0.8,0.8,0.0
0.0,Object132,Property5,275193,Source1,Object132Property5,0.8,0.8,0.0
0.0,Object132,Property3,254944,Source1,Object132Property3,0.8,0.8,0.0
0.0,Object133,Property5,419480,Source1,Object133Property5,0.8,0.8,0.0
0.0,Object133,Property3,383812,Source1,Object133Property3,0.8,0.8,0.0
0.0,Object134,Property5,245997,Source1,Object134Property5,0.8,0.8,0.0
0.0,Object134,Property3,412900,Source1,Object134Property3,0.8,0.8,0.0
0.0,Object135,Property5,254276,Source1,Object135Property5,0.8,0.8,0.0
0.0,Object135,Property3,477158,Source1,Object135Property3,0.8,0.8,0.0
0.0,Object136,Property5,301294,Source1,Object136Property5,0.8,0.8,0.0
0.0,Object136,Property3,322956,Source1,Object136Property3,0.8,0.8,0.0
0.0,Object137,Property5,441714,Source1,Object137Property5,0.8,0.8,0.0
0.0,Object137,Property3,184854,Source1,Object137Property3,0.8,0.8,0.0
0.0,Object138,Property5,370293,Source1,Object138Property5,0.8,0.8,0.0
0.0,Object138,Property3,114725,Source1,Object138Property3,0.8,0.8,0.0
0.0,Object139,Property5,425877,Source1,Object139Property5,0.8,0.8,0.0
0.0,Object139,Property3,271067,Source1,Object139Property3,0.8,0.8,0.0
0.0,Object140,Property5,146090,Source1,Object140Property5,0.8,0.8,0.0
0.0,Object140,Property3,469400,Source1,Object140Property3,0.8,0.8,0.0
0.0,Object141,Property5,463332,Source1,Object141Property5,0.8,0.8,0.0
0.0,Object141,Property3,219068,Source1,Object141Property3,0.8,0.8,0.0
0.0,Object142,Property5,133512,Source1,Object142Property5,0.8,0.8,0.0
0.0,Object142,Property3,320196,Source1,Object142Property3,0.8,0.8,0.0
0.0,Object143,Property5,234517,Source1,Object143Property5,0.8,0.8,0.0
0.0,Object143,Property3,430518,Source1,Object143Property3,0.8,0.8,0.0
0.0,Object144,Property5,498305,Source1,Object144Property5,0.8,0.8,0.0
0.0,Object144,Property3,289156,Source1,Object144Property3,0.8,0.8,0.0
0.0,Object145,Property5,101397,Source1,Object145Property5,0.8,0.8,0.0
0.0,Object145,Property3,335597,Source1,Object145Property3,0.8,0.8,0.0
0.0,Object146,Property5,197183,Source1,Object146Property5,0.8,0.8,0.0
0.0,Object146,Property3,470999,Source1,Object146Property3,0.8,0.8,0.0
0.0,Object147,Property5,421507,Source1,Object147Property5,0.8,0.8,0.0
0.0,Object147,Property3,492033,Source1,Object147Property3,0.8,0.8,0.0
0.0,Object148,Property5,422656,Source1,Object148Property5,0.8,0.8,0.0
0.0,Object148,Property3,396335,Source1,Object148Property3,0.8,0.8,0.0
0.0,Object149,Property5,333241,Source1,Object149Property5,0.8,0.8,0.0
0.0,Object149,Property3,281701,Source1,Object149Property3,0.8,0.8,0.0
0.0,Object150,Property5,409032,Source1,Object150Property5,0.8,0.8,0.0
0.0,Object150,Property3,103527,Source1,Object150Property3,0.8,0.8,0.0
0.0,Object151,Property5,428198,Source1,Object151Property5,0.8,0.8,0.0
0.0,Object151,Property3,465485,Source1,Object151Property3,0.8,0.8,0.0
0.0,Object152,Property5,239769,Source1,Object152Property5,0.8,0.8,0.0
0.0,Object152,Property3,190809,Source1,Object152Property3,0.8,0.8,0.0
0.0,Object153,Property5,126401,Source1,Object153Property5,0.8,0.8,0.0
0.0,Object153,Property3,291374,Source1,Object153Property3,0.8,0.8,0.0
0.0,Object154,Property5,100638,Source1,Object154Property5,0.8,0.8,0.0
0.0,Object154,Property3,152738,Source1,Object154Property3,0.8,0.8,0.0
0.0,Object155,Property5,452696,Source1,Object155Property5,0.8,0.8,0.0
0.0,Object155,Property3,367907,Source1,Object155Property3,0.8,0.8,0.0
0.0,Object156,Property5,266639,Source1,Object156Property5,0.8,0.8,0.0
0.0,Object156,Property3,486471,Source1,Object156Property3,0.8,0.8,0.0
0.0,Object157,Property5,324812,Source1,Object157Property5,0.8,0.8,0.0
0.0,Object157,Property3,274146,Source1,Object157Property3,0.8,0.8,0.0
0.0,Object158,Property5,208114,Source1,Object158Property5,0.8,0.8,0.0
0.0,Object158,Property3,256811,Source1,Object158Property3,0.8,0.8,0.0
0.0,Object159,Property5,450237,Source1,Object159Property5,0.8,0.8,0.0
0.0,Object159,Property3,465492,Source1,Object159Property3,0.8,0.8,0.0
0.0,Object160,Property5,426694,Source1,Object160Property5,0.8,0.8,0.0
0.0,Object160,Property3,365230,Source1,Object160Property3,0.8,0.8,0.0
0.0,Object161,Property5,150592,Source1,Object161Property5,0.8,0.8,0.0
0.0,Object161,Property3,163493,Source1,Object161Property3,0.8,0.8,0.0
0.0,Object162,Property5,464207,Source1,Object162Property5,0.8,0.8,0.0
0.0,Object162,Property3,378059,Source1,Object162Property3,0.8,0.8,0.0
0.0,Object163,Property5,446267,Source1,Object163Property5,0.8,0.8,0.0
0.0,Object163,Property3,330816,Source1,Object163Property3,0.8,0.8,0.0
0.0,Object164,Property5,281568,Source1,Object164Property5,0.8,0.8,0.0
0.0,Object164,Property3,145006,Source1,Object164Property3,0.8,0.8,0.0
0.0,Object165,Property5,164865,Source1,Object165Property5,0.8,0.8,0.0
0.0,Object165,Property3,440484,Source1,Object165Property3,0.8,0.8,0.0
0.0,Object166,Property5,349992,Source1,Object166Property5,0.8,0.8,0.0
0.0,Object166,Property3,389365,Source1,Object166Property3,0.8,0.8,0.0
0.0,Object167,Property5,112107,Source1,Object167Property5,0.8,0.8,0.0
0.0,Object167,Property3,436957,Source1,Object167Property3,0.8,0.8,0.0
0.0,Object168,Property5,311033,Source1,Object168Property5,0.8,0.8,0.0
0.0,Object168,Property3,360523,Source1,Object168Property3,0.8,0.8,0.0
0.0,Object169,Property5,246676,Source1,Object169Property5,0.8,0.8,0.0
0.0,Object169,Property3,260332,Source1,Object169Property3,0.8,0.8,0.0
0.0,Object170,Property5,100777,Source1,Object170Property5,0.8,0.8,0.0
0.0,Object170,Property3,219502,Source1,Object170Property3,0.8,0.8,0.0
0.0,Object171,Property5,390642,Source1,Object171Property5,0.8,0.8,0.0
0.0,Object171,Property3,278887,Source1,Object171Property3,0.8,0.8,0.0
0.0,Object172,Property5,131650,Source1,Object172Property5,0.8,0.8,0.0
0.0,Object172,Property3,409445,Source1,Object172Property3,0.8,0.8,0.0
0.0,Object173,Property5,424003,Source1,Object173Property5,0.8,0.8,0.0
0.0,Object173,Property3,178263,Source1,Object173Property3,0.8,0.8,0.0
0.0,Object174,Property5,197110,Source1,Object174Property5,0.8,0.8,0.0
0.0,Object174,Property3,132751,Source1,Object174Property3,0.8,0.8,0.0
0.0,Object175,Property5,322196,Source1,Object175Property5,0.8,0.8,0.0
0.0,Object175,Property3,458247,Source1,Object175Property3,0.8,0.8,0.0
0.0,Object176,Property5,434474,Source1,Object176Property5,0.8,0.8,0.0
0.0,Object176,Property3,238045,Source1,Object176Property3,0.8,0.8,0.0
0.0,Object177,Property5,308303,Source1,Object177Property5,0.8,0.8,0.0
0.0,Object177,Property3,144037,Source1,Object177Property3,0.8,0.8,0.0
0.0,Object178,Property5,467684,Source1,Object178Property5,0.8,0.8,0.0
0.0,Object178,Property3,462237,Source1,Object178Property3,0.8,0.8,0.0
0.0,Object179,Property5,111238,Source1,Object179Property5,0.8,0.8,0.0
0.0,Object179,Property3,140509,Source1,Object179Property3,0.8,0.8,0.0
0.0,Object180,Property5,482933,Source1,Object180Property5,0.8,0.8,0.0
0.0,Object180,Property3,242723,Source1,Object180Property3,0.8,0.8,0.0
0.0,Object181,Property5,340852,Source1,Object181Property5,0.8,0.8,0.0
0.0,Object181,Property3,257607,Source1,Object181Property3,0.8,0.8,0.0
0.0,Object182,Property5,262973,Source1,Object182Property5,0.8,0.8,0.0
0.0,Object182,Property3,340738,Source1,Object182Property3,0.8,0.8,0.0
0.0,Object183,Property5,484712,Source1,Object183Property5,0.8,0.8,0.0
